5,3,0.70084
6,1,0.94705
4,1,1.3091
4,1,1.3091
6,1,0.94705
11,10,0.63248
7,3,0.37092
5,4,1.0223
6,1,0.94705
10,4,1.1417
4,2,0.52226
3,1,0.95357
12,11,0.96816
8,1,0.38063
4,2,0.52226
11,1,0.79611
2,1,0.79011
9,6,0.29925
9,4,0.69162
8,3,0.78572
